track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
3EKKIR8be1kfAAwaz1fzyS,Halfway There (feat. Lena Leon),Tiesto,60,1o7RMlwMagNna98i4e8VpN,Halfway There (feat. Lena Leon),15/03/2019,Big Room EDM - by Spinnin' Records,7xWdFCrU5Gka6qp1ODrSdK,edm,big room,0.59,0.888,0,-4.151,1,0.0797,7.53e-4,0.00535,0.817,0.0715,128.025,195000
2LTl57FB0Q8rf8OtuWpl1V,Making Me Dizzy,Tiesto,0,0c2NWt5RqMp05OOHN5eg9h,Making Me Dizzy,28/03/2016,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.596,0.973,6,-4.307,1,0.0851,0.00136,0.561,0.421,0.646,126.002,188239
3EHC0gnBrhF1HeSitN2wmD,Get Down,Tiesto,2,4svYkU9yiRFKBy57zW7EsF,Get Down,28/12/2015,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.8,0.984,1,-4.021,1,0.0974,0.112,0.423,0.0312,0.345,128.052,211874
2V2yVAi1FuvHP7GIynmyOM,Wasted - TST Remix,Tiesto,0,5JYr1PcSI9DE0VRjouGV0d,Wasted (Remixes),06/06/2014,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.555,0.906,2,-6.058,1,0.0461,0.00192,0.545,0.0556,0.228,128.017,275900
6PKZE1OS5HP1YnYtOPbyf2,Love Comes Again (Exodus & Hugo Rizzo Remix),Tiesto,0,5EBW7odM6ZtfEZU1wgarAF,Love Comes Again,04/11/2013,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.627,0.902,0,-1.478,0,0.0893,0.00103,0.00347,0.0439,0.34,127.997,390000
4cS66S86D9Xu5L9QqVGGc2,Jackie Chan - Daijo Remix,Tiesto,39,2LfHj3QvCGowIeeSYWXLuA,"Jackie Chan (Remixes, Vol. 2)",05/10/2018,Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,0.625,0.952,3,-1.612,0,0.135,0.00326,0,0.388,0.371,128.104,200625
5xZD3yLZ31r1z0GcdKfsyr,Footprints,Tiesto,44,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,13/06/2014,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.637,0.774,1,-4.683,0,0.0323,0.0702,0,0.0521,0.289,128.034,257054
23WgvD1nf7ZW4ehljudfbi,Last Train,Tiesto,40,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,13/06/2014,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.628,0.915,10,-3.671,1,0.0745,0.0206,0.0025,0.0873,0.481,127.984,288574
1wjnBlO0JevbBAUlOBlwxg,Set Yourself Free,Tiesto,41,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,13/06/2014,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.508,0.886,8,-3.171,1,0.0466,7.01e-4,0.00935,0.645,0.238,127.9,279160
1Y4oU6y3FTu2mO8EPu7FgA,Take Me - Radio Edit,Tiesto,49,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,13/06/2014,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.58,0.781,0,-4.842,1,0.03,0.00859,5.13e-6,0.15,0.604,127.991,212284
6BDTqdiitPRU8C23zThBV0,Move To The Rhythm - Original Mix,Tiesto,0,6o1PfuVl08EDpwVAPc0ZrX,Move To The Rhythm,26/08/2013,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.415,0.986,10,-3.886,0,0.107,3.13e-4,0.877,0.0736,0.037,128.006,348750
2pv6ex8xA9n3hxS9kpjllz,Hell Yeah!,Tiesto,0,7jtUCDI0fus9Nr27mvAGlc,Hell Yeah!,18/06/2012,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.63,0.918,10,-7.881,1,0.0485,2.73e-4,0.858,0.0659,0.0372,129.985,352593
1VWSVt3Q0nGbq2EHe2zJYJ,Pair of Dice (Radio Edit),Tiesto,0,7uF3tw2fIZw07hUaGLU3Pe,Pair of Dice (Radio Edit),08/10/2012,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.493,0.918,8,-4.37,1,0.0583,1.36e-4,0.909,0.887,0.209,128.022,185500
5r5fT6jiJ967oxQ0qne9Hs,We Own the Night - Original Mix,Tiesto,17,1sRQsBCndVdWuYjK11PQYu,We Own The Night,11/06/2012,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.707,0.882,7,-3.207,1,0.0719,8.07e-4,0.0591,0.0812,0.51,130.012,331373
1EavLSmwRWtmkKEmlCfFzT,Wasted,Tiesto,47,584m4QL0kmpG69zSpMKvv8,Wasted,22/04/2014,♥ EDM LOVE 2020,6jI1gFr6ANFtT8MmTvA2Ux,edm,progressive electro house,0.645,0.832,2,-5.595,1,0.0294,0.00106,0.00264,0.199,0.375,112.028,188371
02jMxwINWxL7DJGU5Z8pDK,Party Time,Tiesto,2,2GO8bfob0a7pR7HFbeWRNk,Together,05/04/2019,Trending EDM by Nik Cooper,4N1ipiKR3xla8UXtE12XBm,edm,progressive electro house,0.635,0.878,0,-4.753,1,0.07,0.0103,0.538,0.338,0.414,125.002,166560
6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON,Enrique Iglesias,72,5Ouuxga807CPAs81lSloBJ,DUELE EL CORAZON,18/04/2016,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.724,0.904,8,-3.354,0,0.0966,0.0786,0,0.226,0.846,90.999,200813
2EHu09nPab1dk0jySbkjEr,Bailando - Matoma Remix,Enrique Iglesias,45,37Ku07YPLX8ydyaGJpupDC,Bailando (Remixes),01/01/2014,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,3YdAwfgQLMS4AN2WjRfRlb,latin,tropical,0.673,0.762,7,-6.312,1,0.043,0.304,0,0.056,0.524,90.976,322395
79gkHjNTSyGPXEyGkNQ8zH,Cuando Me Enamoro,Enrique Iglesias,65,12HeDZhPHHzCe7VE0uEYwD,Euphoria (Standard US/Latin version),01/01/2010,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.821,0.819,1,-3.627,1,0.0272,0.0104,5.49e-5,0.145,0.893,126.03,200347
0dReCfBuhZmrqMv4WBc8od,Experiencia Religiosa,Enrique Iglesias,6,2NwF2C2Z9sSgePRArAA5cl,Enrique Iglesias,1995,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.64,0.691,0,-5.824,1,0.0302,0.631,7.07e-5,0.0521,0.452,111.991,329000
32lm3769IRfcnrQV11LO4E,Bailando - Spanish Version,Enrique Iglesias,68,2kZkiVn1m00XcgaWlLb2LD,SEX AND LOVE (Deluxe),01/01/2014,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-6,0.0451,0.961,91.017,243413
7nKBxz47S9SD79N086fuhn,SUBEME LA RADIO,Enrique Iglesias,74,2Ib7wM5qXKXDzZFhzNQ7TG,SUBEME LA RADIO,24/02/2017,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.684,0.823,9,-3.297,0,0.0773,0.0744,0,0.111,0.647,91.048,208163
2vvdTrdryjsl8DmPIMDWZU,EL BAÑO (feat. Bad Bunny),Enrique Iglesias,68,5phDwq3mKZdLiFxyRpgcCV,EL BAÑO (feat. Bad Bunny),12/01/2018,Tusa - Karol G | China - Anuel AA | Estrenos Reggaeton y Música Urbana 2019,0T47pLnihK4xB8Bk9IQ0Dv,latin,reggaeton,0.719,0.842,6,-3.562,0,0.0383,0.132,0,0.105,0.534,90.017,228139
0dReCfBuhZmrqMv4WBc8od,Experiencia Religiosa,Enrique Iglesias,6,2NwF2C2Z9sSgePRArAA5cl,Enrique Iglesias,1995,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.64,0.691,0,-5.824,1,0.0302,0.631,7.07e-5,0.0521,0.452,111.991,329000
1yM7GIEJ2QniupkEHOyp0a,Bailando - English Version,Enrique Iglesias,57,078Dqpeg1UwDkT6KXxNmIA,SEX AND LOVE,06/05/2014,Latin/Hip Hop/Dancehall/Soca,2rg9LCyvaMQvnCE2hVndpR,latin,latin hip hop,0.719,0.844,7,-3.529,1,0.103,0.0793,0,0.0551,0.941,90.951,243240
0VgkVdmE4gld66l8iyGjgx,Mask Off,Future,81,17FBoXK1NU2rvJBbzdzw0r,FUTURE,30/06/2017,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,rap,electropop,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600
5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),Future,93,5uCEoLCj3ZZZ1EtzQdQWVl,Life Is Good (feat. Drake),10/01/2020,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,237735
71SDPonZOsIKNtqnaX8LXj,Low Life,Future,4,00rLhuzj6YdBUKKnF8f4mo,EVOL,12/02/2016,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,143.974,313547
6hVGw7yVUd2bpdHMPCWrtN,March Madness,Future,69,17jrvK2s43hnAYpays9tyb,March Madness,31/08/2015,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.406,0.661,8,-5.142,1,0.311,0.173,0,0.101,0.335,180.206,244613
2NRGaA1GyCmTYfm2GRPkUe,Fine China,Future,2,5MpkZm0GHJnrmwtq0aIkYm,Fine China,15/10/2018,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.106,0.551,166.11,142320
6FZjiSBSQoj1geAgXjvqez,Undefeated (feat. Lil Keed),Future,61,0wWL6KM5LuMupJdO4SGiMe,Undefeated (feat. Lil Keed),23/07/2019,Rap Workout,37i9dQZF1DX76t638V6CA8,rap,hip hop,0.855,0.561,2,-5.105,1,0.277,0.00135,0,0.187,0.408,157.016,156467
2j7mcsEz4n5XxMMqqjjB6p,100 Shooters (feat. Meek Mill),Future,69,5M1abRnhUWaLZdgd29gQ6M,100 Shooters (feat. Meek Mill),12/07/2019,Rap Workout,37i9dQZF1DX76t638V6CA8,rap,hip hop,0.645,0.675,1,-5.282,0,0.202,0.0104,0,0.273,0.171,120.672,209120
0qof4XKrb3VLXVXnkvsTmg,Lay Up,Future,0,25DWyGdfIlaI31hw9QYDOh,Beast Mode,15/01/2016,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.532,0.604,7,-7.273,0,0.348,0.371,0,0.114,0.538,95.307,167160
49zD0wr2S3d0lZPib0K4e1,F*ck Up Some Commas,Future,68,0fUy6IdLHDpGNwavIlhEsl,DS2 (Deluxe),17/07/2015,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.874,0.568,11,-5.896,0,0.224,0.0698,1.38e-5,0.149,0.46,139.995,237400
2ACys0pX0SjmpQmQWzp7wt,Jersey,Future,62,1ozpmkWcCHwsQ4QTnxOOdT,What A Time To Be Alive,20/09/2015,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.758,0.526,5,-10.81,0,0.255,0.509,4.67e-4,0.0913,0.312,146.054,188703
3lyeSiAIdLoZUHhV8psOTI,Feed Me Dope,Future,56,187UNqZ7MX3neMYkkevmdm,SUPER SLIMEY,20/10/2017,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.853,0.688,8,-6.509,0,0.296,0.0118,0,0.151,0.565,150.012,166693
4Zxdw0Hno7YDu0IzvY76Qo,Rent Money,Future,17,4YtTX4GPvBvewbJvBfXCS2,FUTURE,04/08/2017,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.694,0.493,1,-8.581,1,0.373,0.0331,2.04e-6,0.431,0.313,166.457,265366
67dyMPOUsbZ9Yg06PnfAAh,Draco,Future,9,4YtTX4GPvBvewbJvBfXCS2,FUTURE,04/08/2017,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.804,0.456,8,-7.44,1,0.0468,6.68e-4,0,0.31,0.165,130.014,225135
6DB2KOEwHnjkgEnBt5SdeJ,Mask Off - Remix,Future,68,0HO6tgtGKAZTGGC7nk8dYQ,Mask Off (Remix),23/05/2017,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.727,0.431,2,-12.007,1,0.395,0.0111,0.0166,0.506,0.223,150.005,257987
6BbINUfGabVyiNFJpQXn3x,Wicked,Future,62,3jJKDKdlwRS584zUlHV2Ly,EVOL,13/04/2016,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97,173347
5nN8BwAQDJDguq7Dpd3JQQ,Where Ya At,Future,67,0fUy6IdLHDpGNwavIlhEsl,DS2 (Deluxe),17/07/2015,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.813,0.453,1,-6.941,1,0.338,0.0933,0,0.14,0.191,161.997,208027
0NrK4sqr5wcvgSIaYcxSID,Rider,Future,32,56P7aZkTGJGsYGe0DH7mqA,Astronaut Status,17/01/2012,Southern Hip Hop,57sYMLFXGD4ZqizzcMD7lz,rap,southern hip hop,0.641,0.679,5,-6.94,1,0.118,0.00433,1.18e-6,0.216,0.339,125.04,235493
20fAoPjfYltmd3K3bO7gbt,Stick Talk,Future,62,0fUy6IdLHDpGNwavIlhEsl,DS2 (Deluxe),17/07/2015,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.729,0.672,7,-6.749,1,0.282,0.0265,0,0.244,0.595,159.903,171333
7givkGZW1cwM8MJYzMd2Na,Ain't No Time,Future,51,3jJKDKdlwRS584zUlHV2Ly,EVOL,13/04/2016,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.842,0.587,7,-6.677,0,0.069,0.00941,3.37e-4,0.111,0.135,145.016,202804
4W598w0KcHVG5Nwqk0qMpj,Three,Future,52,187UNqZ7MX3neMYkkevmdm,SUPER SLIMEY,20/10/2017,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.725,0.692,5,-5.742,0,0.257,0.00841,0,0.0912,0.298,169.025,159400
5rK0pyEObO4DBFLy682QvR,Mask Off - Marshmello Remix,Future,64,5kDL875bDZtpRKtl51ED3X,Mask Off (Marshmello Remix),16/06/2017,Trap Nation 🔊,5aPwKjwNHr6dnCejLcPTVx,rap,trap,0.731,0.725,2,-5.21,1,0.249,0.00432,0,0.0556,0.351,149.963,179200
7r6LNJT2LqpLpEyZQJPygt,Patek Water,Future,62,187UNqZ7MX3neMYkkevmdm,SUPER SLIMEY,20/10/2017,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.86,0.561,6,-5.757,0,0.185,0.274,0,0.108,0.354,152.984,189480
06Gyf2pFDVmN5K8XAawG96,No Cap,Future,58,187UNqZ7MX3neMYkkevmdm,SUPER SLIMEY,20/10/2017,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.8,0.523,1,-6.578,1,0.107,0.00108,0,0.352,0.379,147.057,144142
5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),Future,93,5uCEoLCj3ZZZ1EtzQdQWVl,Life Is Good (feat. Drake),10/01/2020,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,237735
3WRIaWsws011vHMd9uzPjG,First Off (feat. Travis Scott),Future,69,3LpIwZdzFwc10psLingT8x,Future Hndrxx Presents: The WIZRD,18/01/2019,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.734,0.683,1,-6.105,1,0.0776,0.013,0,0.28,0.445,162.038,228367
1wTH87zcNcR4vn1iJLDv0c,Last Name (feat. Lil Durk),Future,70,1Flk15mRdX2xl6buD6lYHq,Last Name (feat. Lil Durk),15/11/2019,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.671,0.568,0,-6.48,1,0.421,0.17,0,0.139,0.336,113.296,209587
4NeioZ97QrelO02IXj4uYf,Monster,Future,55,6Q3VZtyPCZFMO4cPF4828q,Monster,28/10/2019,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.856,0.693,2,-4.956,1,0.0649,0.103,0,0.071,0.133,133.039,219040
6WlxcZKpEV6Bwe9InoVhMp,WIFI LIT,Future,56,6Ew52HWkgfbth9ihRAq2Xd,BEASTMODE 2,06/07/2018,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,0.884,0.579,2,-6.847,1,0.299,0.064,2.38e-6,0.182,0.313,144.973,176630
1B87ZDrD3Pno9hS4stamWO,Comin Out Strong,Future,64,7K6OykPbezfgKgBufihn6X,HNDRXX,27/07/2017,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.628,0.481,1,-7.775,1,0.475,0.29,0,0.118,0.33,108.761,254370
